ID,pred
25318,0.11126942
25319,0.0021074445
25320,0.0058800597
25321,0.8352746
25322,0.03378714
25323,0.0003537966
25324,0.0005073649
25325,0.00046085604
25326,0.05211235
25327,0.1522278
25328,0.47430718
25329,0.032944515
25330,0.00013309078
25331,0.0011193549
25332,0.0016241999
25333,0.0033989907
25334,0.058575064
25335,0.0006361442
25336,0.00296523
25337,0.27777827
25338,0.067638576
25339,0.022406146
25340,0.00027458972
25341,0.027484281
25342,0.1416136
25343,0.036356896
25344,0.011002088
25345,0.0057788845
25346,0.07289879
25347,0.00042173022
25348,0.0057959286
25349,0.0028084354
25350,0.002287403
25351,0.0009205136
25352,0.016256493
25353,0.014423227
25354,0.019172035
25355,0.39546427
25356,0.1273242
25357,0.0015745246
25358,0.16626292
25359,0.0026979488
25360,0.0010494321
25361,0.02761994
25362,0.14004469
25363,0.075909056
25364,0.0003702588
25365,0.0024122463
25366,0.00037969937
25367,0.0030359298
25368,0.1342454
25369,0.09283648
25370,0.00088857504
25371,0.040673766
25372,0.006717435
25373,0.02830922
25374,0.04475988
25375,0.0005559071
25376,0.06748485
25377,0.0007033964
25378,0.028525481
25379,0.038126487
25380,0.000883982
25381,0.003758792
25382,0.00029000486
25383,0.095950745
25384,0.0021745337
25385,0.09591737
25386,0.0006580458
25387,0.069040194
25388,0.016115434
25389,0.25574657
25390,0.00071106054
25391,0.016148653
25392,0.2541539
25393,0.049344413
25394,0.13633573
25395,0.0054829447
25396,0.0003956489
25397,0.015983358
25398,0.8888243
25399,0.044692542
25400,0.0029315741
25401,0.0017954132
25402,0.1267947
25403,0.023603663
25404,0.0006994301
25405,0.6742435
25406,0.002659144
25407,0.042817835
25408,0.38595575
25409,0.07332293
25410,0.03835768
25411,0.025276154
25412,0.10444498
25413,0.91473836
25414,0.23950584
25415,0.51273173
25416,0.0019550603
25417,0.077237085
25418,0.0019266832
25419,0.0025600097
25420,0.018577216
25421,0.0022292114
25422,0.00035647175
25423,0.0017032924
25424,0.0038942047
25425,0.00062284403
25426,0.0015428711
25427,0.25038823
25428,0.0005739095
25429,0.12364586
25430,0.07195222
25431,0.04180651
25432,0.03281579
25433,0.0014385736
25434,0.8211229
25435,0.014023234
25436,0.006989553
25437,0.0020287451
25438,0.00072593905
25439,0.5850012
25440,0.09337834
25441,0.40864655
25442,0.0011306222
25443,0.005386095
25444,0.31860617
25445,0.019922024
25446,0.033918943
25447,0.058745466
25448,0.045834254
25449,0.03214127
25450,0.0009204316
25451,0.016561827
25452,0.033306673
25453,0.0009423933
25454,0.59247565
25455,0.018021854
25456,0.0028037904
25457,0.4796785
25458,0.78492254
25459,0.013450889
25460,0.029450765
25461,0.0014035018
25462,0.033131566
25463,0.30024233
25464,0.007716606
25465,0.0015212232
25466,0.028749442
25467,0.09097752
25468,0.02493412
25469,0.0001966769
25470,0.003994594
25471,0.008670845
25472,0.0013257774
25473,0.020354595
25474,0.0019915807
25475,0.0010918931
25476,0.0008721639
25477,0.010060306
25478,0.4202227
25479,0.002459881
25480,0.0021383222
25481,0.08136656
25482,0.016596617
25483,0.00060481427
25484,0.02219591
25485,0.36876637
25486,0.05637967
25487,0.00081204425
25488,0.093012996
25489,0.3711948
25490,0.27384916
25491,0.10627971
25492,0.0020865658
25493,0.21866083
25494,0.7971901
25495,0.0759608
25496,0.038852572
25497,0.039627776
25498,0.008745115
25499,0.0031201108
25500,0.00083702616
25501,0.0015486254
25502,0.100596726
25503,0.0006833695
25504,0.00036998958
25505,0.13469772
25506,0.021500971
25507,0.00075255247
25508,0.0061314953
25509,0.0012304842
25510,0.014519611
25511,0.11135527
25512,0.14850542
25513,0.007764826
25514,0.0012331594
25515,0.20565116
25516,0.001602105
25517,0.00073021033
25518,0.5884208
25519,0.005678207
25520,0.20609878
25521,0.0043855836
25522,0.0009015151
25523,0.19045101
25524,0.010737371
25525,0.17801219
25526,0.5616633
25527,0.028258083
25528,0.0015152373
25529,0.14303854
25530,0.00040961278
25531,0.016727936
25532,0.048933122
25533,0.06794844
25534,0.037943438
25535,0.089857996
25536,0.21410723
25537,0.00012905952
25538,0.15897453
25539,0.37796602
25540,0.3987903
25541,0.28254735
25542,0.0053661307
25543,0.03736859
25544,0.0030164074
25545,0.000256267
25546,0.033585697
25547,0.0002322628
25548,0.04164448
25549,0.000468235
25550,0.0032690973
25551,0.14447163
25552,0.22190288
25553,0.005980296
25554,0.00074582675
25555,0.0344274
25556,0.63923746
25557,0.004746542
25558,0.00037096205
25559,0.00023656306
25560,0.033122014
25561,0.30398244
25562,0.001233379
25563,0.03811982
25564,0.47413978
25565,0.005446268
25566,0.019204974
25567,0.04799114
25568,0.21024077
25569,0.020005783
25570,0.0014543488
25571,0.5646792
25572,0.0009882352
25573,0.0014940411
25574,0.0038594073
25575,0.0022836481
25576,0.004898207
25577,0.029784853
25578,0.00018285519
25579,0.00488098
25580,0.00027473926
25581,0.063155845
25582,0.0017857916
25583,0.42135978
25584,0.0006838676
25585,0.86407584
25586,0.0020946118
25587,0.0046759797
25588,0.074703306
25589,0.0045172162
25590,0.0003171155
25591,0.00021969619
25592,0.014405288
25593,0.00059876323
25594,0.03919974
25595,0.85161614
25596,0.3836916
25597,0.005838494
25598,0.14458643
25599,0.006628152
25600,0.00025236377
25601,0.00014925732
25602,0.015449881
25603,0.04756755
25604,0.057560693
25605,0.061666112
25606,0.7579042
25607,0.107765056
25608,0.0054627266
25609,0.0041917395
25610,0.093842804
25611,0.7931725
25612,0.1386673
25613,0.00057903334
25614,0.92705846
25615,0.017127233
25616,0.0013814133
25617,0.0016047179
25618,0.12683584
25619,0.01938612
25620,0.03925092
25621,0.047466215
25622,0.016000902
25623,0.0026671232
25624,0.27324006
25625,0.33238974
25626,0.00041109044
25627,0.0009885272
25628,0.013263368
25629,0.25223893
25630,0.050640654
25631,0.37714526
25632,0.44959095
25633,0.010965543
25634,0.08153795
25635,9.1910675e-05
25636,0.017193357
25637,0.0059144157
25638,0.11087134
25639,0.001304519
25640,0.0007641576
25641,0.0010005673
25642,0.062341712
25643,0.0017486763
25644,0.00032430876
25645,0.05930087
25646,0.00092008954
25647,0.019139491
25648,0.60175586
25649,0.83231425
25650,0.08195257
25651,0.0045403987
25652,0.11271935
25653,0.26135123
25654,0.015322958
25655,0.0029722375
25656,0.46531713
25657,0.022015955
25658,0.0007376549
25659,0.03089837
25660,0.002600532
25661,0.00079972384
25662,0.021214588
25663,0.4378337
25664,0.14539231
25665,0.0039033212
25666,0.29722524
25667,0.0018749555
25668,0.027512653
25669,0.04117874
25670,0.23935233
25671,0.08703086
25672,0.0006704818
25673,0.00071268843
25674,0.005583027
25675,0.17929056
25676,0.0007080204
25677,0.017680254
25678,0.010057281
25679,0.057902593
25680,0.012621341
25681,0.0023160945
25682,0.016926065
25683,0.06813965
25684,0.00061907235
25685,0.00025858145
25686,0.122041605
25687,0.0027950145
25688,0.06620479
25689,0.41109166
25690,0.02326306
25691,0.004057285
25692,0.14059483
25693,0.013152119
25694,0.000876633
25695,0.0057413685
25696,0.018120991
25697,0.07548232
25698,0.0073210527
25699,0.0003906629
25700,0.08346123
25701,0.13032368
25702,0.03891563
25703,0.0030600082
25704,0.00028631228
25705,0.032995332
