ID,pred
25318,0.009471271
25319,0.07173811
25320,0.5818691
25321,0.009382099
25322,0.0035889854
25323,0.053226918
25324,0.038979467
25325,0.33496118
25326,0.16686673
25327,0.010929949
25328,0.9276565
25329,0.13384978
25330,0.15120405
25331,0.97874695
25332,0.05674412
25333,0.032054596
25334,0.037421577
25335,0.015971348
25336,0.9279603
25337,0.26651248
25338,0.9487431
25339,0.024355989
25340,0.42057315
25341,0.83960277
25342,0.0058696945
25343,0.1393339
25344,0.0063974983
25345,0.16474102
25346,0.010063568
25347,0.028477935
25348,0.020733777
25349,0.33405846
25350,0.013571695
25351,0.33734527
25352,0.007823988
25353,0.12754695
25354,0.44071606
25355,0.024424016
25356,0.011038883
25357,0.7356199
25358,0.014180777
25359,0.02362316
25360,0.52440935
25361,0.33558807
25362,0.017646769
25363,0.12290099
25364,0.009647083
25365,0.58665746
25366,0.010272911
25367,0.40209487
25368,0.0073075574
25369,0.06216815
25370,0.43100584
25371,0.14418943
25372,0.20735113
25373,0.3003642
25374,0.04615282
25375,0.28317648
25376,0.6313946
25377,0.5185138
25378,0.01994645
25379,0.054072913
25380,0.5141485
25381,0.012997506
25382,0.00913923
25383,0.0028697716
25384,0.29670507
25385,0.19317387
25386,0.24017309
25387,0.057527088
25388,0.37845922
25389,0.18813778
25390,0.7657636
25391,0.0022663914
25392,0.026143178
25393,0.020300142
25394,0.0037045048
25395,0.018647688
25396,0.01998492
25397,0.9423212
25398,0.25280142
25399,0.29407552
25400,0.68028706
25401,0.6623653
25402,0.67925346
25403,0.015437034
25404,0.1435358
25405,0.012699777
25406,0.032393355
25407,0.12981872
25408,0.3724854
25409,0.0068101627
25410,0.74379945
25411,0.0748654
25412,0.06880745
25413,0.98072594
25414,0.06525144
25415,0.018938793
25416,0.07506393
25417,0.009156125
25418,0.23114437
25419,0.23532371
25420,0.6261628
25421,0.6423636
25422,0.0024062
25423,0.0020290995
25424,0.009143168
25425,0.012463632
25426,0.39849508
25427,0.015718257
25428,0.095126666
25429,0.02469224
25430,0.35344285
25431,0.042062532
25432,0.91655374
25433,0.018473035
25434,0.015173416
25435,0.13510688
25436,0.012724188
25437,0.0020810717
25438,0.71669424
25439,0.0036620952
25440,0.62648714
25441,0.32452083
25442,0.0018930032
25443,0.9110433
25444,0.8977986
25445,0.0014139686
25446,0.07812682
25447,0.27883658
25448,0.022720784
25449,0.010024784
25450,0.0063501555
25451,0.081494406
25452,0.74327815
25453,0.03799564
25454,0.9722465
25455,0.30603543
25456,0.0023791965
25457,0.6158347
25458,0.0384312
25459,0.0018803531
25460,0.02072617
25461,0.29331422
25462,0.8521968
25463,0.3176618
25464,0.19111863
25465,0.113139525
25466,0.008677278
25467,0.023880659
25468,0.005285915
25469,0.8097413
25470,0.050856475
25471,0.19759274
25472,0.97855055
25473,0.11581477
25474,0.2070815
25475,0.060145132
25476,0.024705512
25477,0.15751266
25478,0.34767118
25479,0.7130654
25480,0.2721314
25481,0.0033194574
25482,0.23030366
25483,0.013986098
25484,0.061474416
25485,0.07491482
25486,0.12796362
25487,0.5731285
25488,0.006422937
25489,0.060528297
25490,0.31684878
25491,0.44211766
25492,0.45392448
25493,0.83427656
25494,0.0135333445
25495,0.0120935645
25496,0.012948806
25497,0.853904
25498,0.19257174
25499,0.013316874
25500,0.07606078
25501,0.046025097
25502,0.19970238
25503,0.40157023
25504,0.46305174
25505,0.01468518
25506,0.6519124
25507,0.003368352
25508,0.6280094
25509,0.023814153
25510,0.13962589
25511,0.040586103
25512,0.03365874
25513,0.42491063
25514,0.013221527
25515,0.332051
25516,0.257178
25517,0.9723955
25518,0.6670256
25519,0.62996536
25520,0.056576464
25521,0.022812663
25522,0.048993025
25523,0.018919218
25524,0.0040710135
25525,0.22710843
25526,0.088878065
25527,0.010412613
25528,0.011331818
25529,0.18118821
25530,0.12355696
25531,0.01625505
25532,0.0067435233
25533,0.98525363
25534,0.95082563
25535,0.29234278
25536,0.91881275
25537,0.0029601285
25538,0.034280267
25539,0.013527668
25540,0.12279719
25541,0.008802306
25542,0.001985609
25543,0.20563352
25544,0.14978546
25545,0.015204249
25546,0.01091501
25547,0.17499523
25548,0.45608276
25549,0.094294555
25550,0.48309007
25551,0.88237196
25552,0.0039476785
25553,0.15778542
25554,0.10099199
25555,0.24777535
25556,0.5290373
25557,0.1401162
25558,0.008357789
25559,0.036806274
25560,0.073004276
25561,0.12806706
25562,0.6551736
25563,0.9629822
25564,0.13448137
25565,0.043434206
25566,0.19508643
25567,0.007903447
25568,0.018714292
25569,0.6360816
25570,0.9345148
