ID,pred
25318,0.121841416
25319,0.048241425
25320,0.03435756
25321,0.6671588
25322,0.11798161
25323,0.017083364
25324,0.015305852
25325,0.015609555
25326,0.15250358
25327,0.29433277
25328,0.7284435
25329,0.07197231
25330,0.016220614
25331,0.06576179
25332,0.044569615
25333,0.090704694
25334,0.2520523
25335,0.01715026
25336,0.021844827
25337,0.45197922
25338,0.15206467
25339,0.05554345
25340,0.014919057
25341,0.108863674
25342,0.5515186
25343,0.12110765
25344,0.06101611
25345,0.053856835
25346,0.08107435
25347,0.049589787
25348,0.054148458
25349,0.011919739
25350,0.049294006
25351,0.013736118
25352,0.07329591
25353,0.04067387
25354,0.060394872
25355,0.30451706
25356,0.37510982
25357,0.043020416
25358,0.2947758
25359,0.036011823
25360,0.031059634
25361,0.20234764
25362,0.22381407
25363,0.6778835
25364,0.011987094
25365,0.060121357
25366,0.022273565
25367,0.048197985
25368,0.65052307
25369,0.047823463
25370,0.015012577
25371,0.16436532
25372,0.06424906
25373,0.10098688
25374,0.15103261
25375,0.016462453
25376,0.17291431
25377,0.036843836
25378,0.14620918
25379,0.1605326
25380,0.057674896
25381,0.0420352
25382,0.016993329
25383,0.21133918
25384,0.03641415
25385,0.22910783
25386,0.036780756
25387,0.18545762
25388,0.120245986
25389,0.43869805
25390,0.0179412
25391,0.0418846
25392,0.7430632
25393,0.115519136
25394,0.39928046
25395,0.08176163
25396,0.015645243
25397,0.1101791
25398,0.8339421
25399,0.18602362
25400,0.055433623
25401,0.04373955
25402,0.60051835
25403,0.07221466
25404,0.04617634
25405,0.58568025
25406,0.030294681
25407,0.12573077
25408,0.47072867
25409,0.1068218
25410,0.17301808
25411,0.12235174
25412,0.31826863
25413,0.7911338
25414,0.5624975
25415,0.36288187
25416,0.02414623
25417,0.43166563
25418,0.026285863
25419,0.037595764
25420,0.12900525
25421,0.04279058
25422,0.013427414
25423,0.058238413
25424,0.068733126
25425,0.048441626
25426,0.07462933
25427,0.3336734
25428,0.06075909
25429,0.2559472
25430,0.17062506
25431,0.20925784
25432,0.1626476
25433,0.039866857
25434,0.61477786
25435,0.116874926
25436,0.033804923
25437,0.0686035
25438,0.06511228
25439,0.5678333
25440,0.2607931
25441,0.44443738
25442,0.017276464
25443,0.053109735
25444,0.46166193
25445,0.09790513
25446,0.26077604
25447,0.13954958
25448,0.10883974
25449,0.15207757
25450,0.0496342
25451,0.11344973
25452,0.10490416
25453,0.03345904
25454,0.7056056
25455,0.0998973
25456,0.049055707
25457,0.70553833
25458,0.7710237
25459,0.12260078
25460,0.14911771
25461,0.04395809
25462,0.056887254
25463,0.35632354
25464,0.08418081
25465,0.039247986
25466,0.35577527
25467,0.32340807
25468,0.10459085
25469,0.013677796
25470,0.07043104
25471,0.07871884
25472,0.035971895
25473,0.114806086
25474,0.07461245
25475,0.015095134
25476,0.021041159
25477,0.054511387
25478,0.6162834
25479,0.029274184
25480,0.07190509
25481,0.18128417
25482,0.08240073
25483,0.054454412
25484,0.23058392
25485,0.59879935
25486,0.21758205
25487,0.04014653
25488,0.49809363
25489,0.6240721
25490,0.6126844
25491,0.31485015
25492,0.01860748
25493,0.33010715
25494,0.6337999
25495,0.17951007
25496,0.09228597
25497,0.11780577
25498,0.021762958
25499,0.06759321
25500,0.016438682
25501,0.055373374
25502,0.2590754
25503,0.05962771
25504,0.017161751
25505,0.5852681
25506,0.117494486
25507,0.01060539
25508,0.015451108
25509,0.057554886
25510,0.076540604
25511,0.27536586
25512,0.39646268
25513,0.14515215
25514,0.032888826
25515,0.63629407
25516,0.06152165
25517,0.02816075
25518,0.55139804
25519,0.056303084
25520,0.1964145
25521,0.085008875
25522,0.018511938
25523,0.43091553
25524,0.06512994
25525,0.39495942
25526,0.6152803
25527,0.27264848
25528,0.046497483
25529,0.34257796
25530,0.03250507
25531,0.10074746
25532,0.16685072
25533,0.12870461
25534,0.1969174
25535,0.283001
25536,0.30161387
25537,0.015959833
25538,0.17902732
25539,0.7464133
25540,0.58570606
25541,0.5147446
25542,0.049193557
25543,0.09961536
25544,0.08119168
25545,0.015606407
25546,0.12305764
25547,0.028803656
25548,0.24218896
25549,0.017358258
25550,0.08652948
25551,0.21798335
25552,0.58326995
25553,0.04652837
25554,0.017428108
25555,0.17298658
25556,0.5973892
25557,0.053695098
25558,0.024212038
25559,0.015334993
25560,0.1404798
25561,0.24444245
25562,0.05143961
25563,0.12328326
25564,0.40079874
25565,0.0628056
25566,0.08804845
25567,0.10456632
25568,0.7668856
25569,0.1229414
25570,0.012839043
25571,0.7936051
25572,0.017461602
25573,0.05094511
25574,0.03862775
25575,0.046983406
25576,0.09333222
25577,0.10607815
25578,0.017404174
25579,0.13098547
25580,0.016900996
25581,0.16298945
25582,0.018882152
25583,0.47644398
25584,0.044628207
25585,0.89519525
25586,0.034808643
25587,0.050291184
25588,0.16381177
25589,0.04719984
25590,0.011097235
25591,0.020452747
25592,0.06641089
25593,0.0133366315
25594,0.27137402
25595,0.6070885
25596,0.40748426
25597,0.031427976
25598,0.41702202
25599,0.051810868
25600,0.01570786
25601,0.026246032
25602,0.12340471
25603,0.13137023
25604,0.10871
25605,0.15066752
25606,0.7737588
25607,0.12331807
25608,0.051719762
25609,0.04807869
25610,0.13411845
25611,0.55744237
25612,0.31169194
25613,0.06296535
25614,0.8425781
25615,0.08978749
25616,0.016088814
25617,0.028217586
25618,0.59773654
25619,0.14322968
25620,0.2420669
25621,0.21304284
25622,0.06916053
25623,0.03867858
25624,0.36897922
25625,0.34302685
25626,0.016094498
25627,0.019927556
25628,0.05241908
25629,0.60643095
25630,0.1780642
25631,0.706379
25632,0.678339
25633,0.09287432
25634,0.2642563
25635,0.016924027
25636,0.09058734
25637,0.061425988
25638,0.23797156
25639,0.01639881
25640,0.017173192
25641,0.012013817
25642,0.18291865
25643,0.051410362
25644,0.019246802
25645,0.33591226
25646,0.01762932
25647,0.049107626
25648,0.6304773
25649,0.68921435
25650,0.59911716
25651,0.042239092
25652,0.3767147
25653,0.6892437
25654,0.19824822
25655,0.014933794
25656,0.69496894
25657,0.20407781
25658,0.032487094
25659,0.094694845
25660,0.015012577
25661,0.05362904
25662,0.0592361
25663,0.60245425
25664,0.14132701
25665,0.053525697
25666,0.20046054
25667,0.032118462
25668,0.10355325
25669,0.32394135
25670,0.2169522
25671,0.2567873
25672,0.015573563
25673,0.025148991
25674,0.061592177
25675,0.6664145
25676,0.018044682
25677,0.07503546
25678,0.07283539
25679,0.23723619
25680,0.09582573
25681,0.03611742
25682,0.07189593
25683,0.25192988
25684,0.018427698
25685,0.016068641
25686,0.30509737
25687,0.023457065
25688,0.11688244
25689,0.5516612
25690,0.119136594
25691,0.031883366
25692,0.38338667
25693,0.0787926
25694,0.04813013
25695,0.05469592
25696,0.12125784
25697,0.41452032
25698,0.08528826
25699,0.056859363
25700,0.2607543
25701,0.33719128
25702,0.17513214
25703,0.087023415
25704,0.0193586
25705,0.09994688
25706,0.65544224
25707,0.14792624
25708,0.2157559
25709,0.7181058
25710,0.07470469
25711,0.088927925
25712,0.02661722
25713,0.13592763
25714,0.48491973
25715,0.055250976
25716,0.17156535
25717,0.14288063
25718,0.019576631
25719,0.8012616
25720,0.038994767
25721,0.55126673
25722,0.4385626
25723,0.695855
25724,0.054560266
25725,0.08273111
25726,0.1465113
25727,0.019792022
25728,0.15476242
25729,0.038525656
25730,0.067196645
25731,0.045066368
25732,0.023062402
25733,0.2735294
25734,0.0932334
25735,0.14864427
25736,0.15554824
25737,0.12656948
25738,0.80573356
25739,0.052387565
25740,0.20337711
25741,0.033920363
25742,0.045727257
25743,0.014500432
25744,0.071166314
25745,0.015626844
25746,0.042719692
25747,0.032901235
25748,0.8102449
25749,0.7020321
25750,0.061444223
25751,0.027435094
25752,0.13364717
25753,0.025509804
25754,0.15706238
25755,0.040878683
25756,0.06312857
25757,0.27350143
25758,0.83268327
25759,0.22442347
25760,0.48216355
25761,0.18015866
25762,0.78995085
25763,0.0323262
25764,0.12422376
25765,0.015385013
25766,0.09944796
25767,0.33778825
25768,0.01924309
25769,0.3960919
25770,0.04597496
25771,0.8614831
25772,0.4370375
25773,0.044632107
25774,0.035919745
25775,0.1964914
25776,0.5380028
25777,0.06644931
25778,0.26744708
25779,0.57613355
25780,0.6959392
25781,0.074589625
25782,0.7188446
25783,0.026760912
25784,0.09065945
25785,0.3785699
25786,0.47397238
25787,0.056251656
25788,0.021330673
25789,0.13155678
25790,0.16719031
25791,0.04385623
25792,0.13204044
25793,0.14282326
25794,0.015114585
25795,0.818419
25796,0.194515
25797,0.08124847
25798,0.14920743
25799,0.8308405
25800,0.059730563
25801,0.15161599
25802,0.016712405
25803,0.06082967
25804,0.23798755
25805,0.017230913
25806,0.05574179
25807,0.16717601
25808,0.08581566
25809,0.13954943
25810,0.06465794
25811,0.46387905
25812,0.51755375
25813,0.044577815
25814,0.13680021
25815,0.04037231
25816,0.71059316
25817,0.037962355
25818,0.02281928
25819,0.07635162
25820,0.044477288
25821,0.023947965
25822,0.012664884
25823,0.6213367
25824,0.3508474
25825,0.09429745
25826,0.08152754
25827,0.056486692
25828,0.7338825
25829,0.7907172
25830,0.17330712
25831,0.85703534
25832,0.01441937
25833,0.22310592
25834,0.82959807
25835,0.046174772
25836,0.018467022
25837,0.04936418
25838,0.17134255
25839,0.6418535
25840,0.065773234
25841,0.8963452
25842,0.047011457
25843,0.21417479
25844,0.06990317
25845,0.61147654
25846,0.10109742
25847,0.032424435
25848,0.013673417
25849,0.10152833
25850,0.06662465
25851,0.1810125
25852,0.13012078
25853,0.32085615
25854,0.015475528
25855,0.058287024
25856,0.073542826
25857,0.014814386
25858,0.017567417
25859,0.22236624
25860,0.065266095
25861,0.041361872
25862,0.062583394
25863,0.056994144
25864,0.010978293
25865,0.10648995
25866,0.07254408
25867,0.09739321
25868,0.016539691
25869,0.053552892
25870,0.17698835
25871,0.0141497925
25872,0.038709182
25873,0.5836053
