ID,pred
25318,0.08043631
25319,0.007387865
25320,0.0042355238
25321,0.809565
25322,0.039324928
25323,0.004284622
25324,0.0020339603
25325,0.003296349
25326,0.027961304
25327,0.21011922
25328,0.66313183
25329,0.04853809
25330,0.00072613795
25331,0.010087453
25332,0.0046467595
25333,0.14099732
25334,0.07254429
25335,0.00279854
25336,0.0069425493
25337,0.47281623
25338,0.038456045
25339,0.054983925
25340,0.00089177146
25341,0.022484308
25342,0.3017897
25343,0.012442948
25344,0.005860197
25345,0.082261756
25346,0.0116138095
25347,0.008919663
25348,0.005357365
25349,0.0010028335
25350,0.0069320174
25351,0.0022657434
25352,0.017104788
25353,0.0081768045
25354,0.026397275
25355,0.34568986
25356,0.40701228
25357,0.017861716
25358,0.18568246
25359,0.016399879
25360,0.0021213426
25361,0.012022304
25362,0.020736946
25363,0.559621
25364,0.0005081248
25365,0.025851514
25366,0.0048256693
25367,0.014880906
25368,0.5952426
25369,0.15417552
25370,0.0040388736
25371,0.12267763
25372,0.017201506
25373,0.14905635
25374,0.08311473
25375,0.0013714508
25376,0.015237677
25377,0.0034915693
25378,0.025890874
25379,0.040364053
25380,0.14310272
25381,0.0010700811
25382,0.0030713025
25383,0.17817351
25384,0.0052219857
25385,0.12885065
25386,0.0035914073
25387,0.09233911
25388,0.006181189
25389,0.28827897
25390,0.007497978
25391,0.01316096
25392,0.6774265
25393,0.038045537
25394,0.17353214
25395,0.08726326
25396,0.00293879
25397,0.012056596
25398,0.6909864
25399,0.114904754
25400,0.033411868
25401,0.005066032
25402,0.16396274
25403,0.023682022
25404,0.003410804
25405,0.59592175
25406,0.003957642
25407,0.04802703
25408,0.38602874
25409,0.019689884
25410,0.058974963
25411,0.021081569
25412,0.19967091
25413,0.9055425
25414,0.42181423
25415,0.36926365
25416,0.0046689925
25417,0.13181177
25418,0.011802989
25419,0.0061652805
25420,0.042260017
25421,0.008067183
25422,0.003958452
25423,0.019281356
25424,0.008446023
25425,0.0028060006
25426,0.0068830596
25427,0.5480025
25428,0.0136592565
25429,0.13512559
25430,0.053371616
25431,0.10351404
25432,0.020995125
25433,0.0050391373
25434,0.61205405
25435,0.0059600486
25436,0.001494621
25437,0.1036924
25438,0.009987968
25439,0.36161453
25440,0.12016529
25441,0.7544259
25442,0.004948467
25443,0.007472138
25444,0.20501837
25445,0.012159295
25446,0.08446569
25447,0.047606084
25448,0.042779695
25449,0.03341064
25450,0.0039981073
25451,0.01124471
25452,0.024334768
25453,0.0022954755
25454,0.48318735
25455,0.015468926
25456,0.0031290345
25457,0.54230064
25458,0.8077706
25459,0.010078105
25460,0.114672914
25461,0.0077787186
25462,0.072307855
25463,0.5918787
25464,0.19469641
25465,0.014676365
25466,0.07758395
25467,0.14320393
25468,0.01241934
25469,0.0025384135
25470,0.116282806
25471,0.053502597
25472,0.005183784
25473,0.023628242
25474,0.024969915
25475,0.0012276828
25476,0.0017553587
25477,0.005390291
25478,0.7575008
25479,0.014869929
25480,0.022279715
25481,0.045539167
25482,0.00896477
25483,0.007850524
25484,0.053256568
25485,0.5175031
25486,0.07024894
25487,0.0025537992
25488,0.31377304
25489,0.6549623
25490,0.35777143
25491,0.31142488
25492,0.008951595
25493,0.23356868
25494,0.57405406
25495,0.021186793
25496,0.009981134
25497,0.013813145
25498,0.0076907766
25499,0.02053946
25500,0.0020108665
25501,0.08752644
25502,0.22786313
25503,0.005280963
25504,0.0015618852
25505,0.14756787
25506,0.029656278
25507,0.0005811302
25508,0.013039365
25509,0.03977117
25510,0.014975589
25511,0.12067182
25512,0.22297716
25513,0.017878529
25514,0.004476106
25515,0.6295576
25516,0.10898335
25517,0.0007209878
25518,0.37817055
25519,0.0020268701
25520,0.19185698
25521,0.08130449
25522,0.004069585
25523,0.14532068
25524,0.07049894
25525,0.5823086
25526,0.6477004
25527,0.10436796
25528,0.010921169
25529,0.20940022
25530,0.0018408569
25531,0.005753857
25532,0.07665155
25533,0.07684541
25534,0.05365794
25535,0.03474721
25536,0.17900008
25537,0.0014826512
25538,0.027068272
25539,0.8717367
25540,0.50263876
25541,0.355863
25542,0.011500021
25543,0.02091438
25544,0.13808933
25545,0.0011836613
25546,0.017901234
25547,0.008313546
25548,0.016217327
25549,0.0025451945
25550,0.085021526
25551,0.1404026
25552,0.12987296
25553,0.04354884
25554,0.0017079852
25555,0.029621601
25556,0.84510297
25557,0.010430227
